Time,What,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
[time],OPEN LOG
[time],START, #X, #Y, #O, #A
[time],SOLVE INIT,upper bound(s),lower bound(s),init bounds(s),init sample engine(s),init sarsop prune(s),init other,init belief tree(s),total init time
[time],SOLVE START,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,total time
[time],SOLVE,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,low bound backup time,up bound backup time,#low bound backups,#up bound backups,sample time,prune time,step 0(s),step 1(s),step 2(s),step 3(s),step 4(s),step 5(s),step 6(s),stop,total time
[2017/08/14 21:09:21],SOLVE,23455,41.42,1180,44551,1763.53,1763.59,0.0623071,3225,2993,0.02,0,38,38,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23487,41.44,1181,44600,1763.53,1763.59,0.0618791,3225,2993,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23518,41.47,1183,44671,1763.53,1763.59,0.0618782,3237,2994,0.03,0,71,71,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23540,41.49,1184,44713,1763.53,1763.59,0.0618781,3225,2994,0.02,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23562,41.51,1185,44755,1763.53,1763.59,0.0618781,3243,2994,0.01,0,42,42,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23590,41.53,1186,44800,1763.53,1763.59,0.0618774,3240,2994,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23620,41.56,1188,44865,1763.53,1763.59,0.0617096,3244,2994,0.03,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23646,41.58,1189,44915,1763.53,1763.59,0.0615666,3220,3000,0,0,50,50,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23666,41.59,1190,44950,1763.53,1763.59,0.0613864,3255,3000,0.01,0,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23700,41.61,1191,45000,1763.53,1763.59,0.0612306,3236,3000,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23724,41.64,1192,45050,1763.53,1763.59,0.0611361,3258,3006,0,0.02,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23745,41.66,1193,45100,1763.53,1763.59,0.0611348,3266,3006,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23772,41.68,1194,45150,1763.53,1763.59,0.0602438,3279,3012,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23795,41.71,1195,45200,1763.53,1763.59,0.0602405,3297,3013,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23825,41.73,1196,45250,1763.53,1763.59,0.0600872,3307,3014,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23853,41.76,1197,45300,1763.53,1763.59,0.0595844,3293,3015,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23875,41.78,1198,45350,1763.53,1763.59,0.0595841,3290,3018,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23907,41.8,1199,45400,1763.53,1763.59,0.0595836,3315,3019,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23929,41.83,1201,45457,1763.53,1763.59,0.0595836,3278,3019,0.02,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23954,41.85,1202,45500,1763.53,1763.59,0.0595832,3321,3019,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23985,41.87,1203,45550,1763.53,1763.59,0.0591994,3285,3020,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,24009,41.9,1205,45609,1763.53,1763.59,0.0591305,3309,3022,0.02,0,59,59,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,24033,41.92,1206,45655,1763.53,1763.59,0.0588478,3330,3025,0.01,0,46,46,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,24062,41.94,1207,45700,1763.53,1763.59,0.0587494,3302,3025,0.01,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,24090,41.97,1208,45750,1763.53,1763.59,0.0586714,3291,3027,0.01,0.01,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,24117,41.99,1210,45815,1763.53,1763.59,0.0583281,3321,3028,0.01,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,24142,42.01,1211,45863,1763.53,1763.59,0.0583192,3274,3031,0.02,0,48,48,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,24166,42.03,1212,45909,1763.53,1763.59,0.0582919,3320,3033,0.01,0.01,46,46,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,24207,42.06,1212,45950,1763.53,1763.59,0.0582919,3318,3050,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,24234,42.12,1213,46043,1763.53,1763.59,0.0581953,3295,3075,0.03,0,93,93,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:21],SOLVE,24241,42.12,1213,46050,1763.53,1763.59,0.0581953,3302,3075,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24268,42.15,1214,46100,1763.53,1763.59,0.0580952,3259,3076,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24291,42.17,1216,46151,1763.54,1763.59,0.0555294,3284,3077,0.01,0,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24328,42.19,1217,46200,1763.54,1763.59,0.0555101,3287,3077,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24349,42.21,1218,46250,1763.54,1763.59,0.0555032,3304,3077,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24374,42.24,1220,46309,1763.54,1763.59,0.0551344,3285,3077,0.02,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24397,42.26,1221,46350,1763.54,1763.59,0.0551337,3288,3077,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24424,42.28,1222,46400,1763.54,1763.59,0.0551337,3290,3078,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24455,42.31,1223,46450,1763.54,1763.59,0.055133,3305,3079,0.02,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24480,42.33,1225,46511,1763.54,1763.59,0.055058,3316,3080,0.02,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24501,42.35,1226,46551,1763.54,1763.59,0.0548906,3307,3080,0.02,0,40,40,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24532,42.37,1228,46609,1763.54,1763.59,0.0537531,3317,3081,0.02,0,58,58,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24561,42.39,1229,46665,1763.54,1763.59,0.0537487,3334,3083,0.02,0,56,56,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24581,42.41,1230,46700,1763.54,1763.59,0.0536353,3344,3083,0.02,0,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24611,42.44,1231,46761,1763.54,1763.59,0.0535359,3291,3090,0.01,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24634,42.46,1232,46800,1763.54,1763.59,0.0531258,3308,3093,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24667,42.48,1233,46850,1763.54,1763.59,0.0529786,3305,3093,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24694,42.5,1234,46900,1763.54,1763.59,0.0526685,3297,3096,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24718,42.53,1236,46965,1763.54,1763.59,0.0526679,3331,3096,0.02,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24739,42.55,1237,47005,1763.54,1763.59,0.0526676,3311,3096,0.01,0,40,40,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:22],SOLVE,24763,42.56,1238,47050,1763.54,1763.59,0.0526672,3320,3098,0.01,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24794,42.58,1240,47109,1763.54,1763.59,0.0519377,3354,3098,0.02,0,59,59,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24817,42.6,1241,47153,1763.54,1763.59,0.0518575,3310,3098,0.02,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,24842,42.62,1242,47200,1763.54,1763.59,0.0516722,3347,3104,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24869,42.65,1243,47250,1763.54,1763.59,0.0512581,3397,3108,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24906,42.67,1244,47300,1763.54,1763.59,0.0510512,3384,3108,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24923,42.69,1245,47350,1763.54,1763.59,0.051047,3385,3109,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24948,42.71,1247,47400,1763.54,1763.59,0.0503405,3403,3113,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,24974,42.74,1248,47450,1763.54,1763.59,0.0503053,3386,3118,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25004,42.76,1249,47500,1763.54,1763.59,0.0503049,3426,3118,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25033,42.8,1251,47565,1763.54,1763.59,0.050151,3398,3118,0.04,0,65,65,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:22],SOLVE,25053,42.81,1252,47603,1763.54,1763.59,0.0501195,3372,3118,0.01,0,38,38,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,25080,42.84,1253,47650,1763.54,1763.59,0.050119,3384,3118,0.02,0.01,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25114,42.86,1255,47719,1763.54,1763.59,0.0499773,3387,3126,0.01,0,69,69,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25140,42.89,1256,47769,1763.54,1763.59,0.0499773,3394,3127,0.01,0,50,50,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,25164,42.9,1257,47815,1763.54,1763.59,0.0499753,3415,3129,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25199,42.93,1258,47850,1763.54,1763.59,0.0499753,3441,3140,0.02,0,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25213,42.96,1259,47909,1763.54,1763.59,0.0491212,3384,3140,0.01,0.01,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,25244,42.99,1260,47969,1763.54,1763.59,0.0491185,3411,3140,0.01,0.01,60,60,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,25266,43,1261,48011,1763.54,1763.59,0.0490475,3435,3141,0.01,0,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25288,43.02,1262,48050,1763.54,1763.59,0.0490239,3402,3142,0.02,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25317,43.04,1263,48100,1763.54,1763.59,0.0488969,3427,3144,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:22],SOLVE,25343,43.07,1265,48157,1763.54,1763.59,0.0477724,3423,3146,0.01,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:22],SOLVE,25375,43.1,1266,48219,1763.54,1763.59,0.0477712,3435,3147,0.03,0,62,62,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:22],SOLVE,25406,43.13,1267,48279,1763.54,1763.59,0.0477709,3450,3148,0.01,0.01,60,60,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:23],SOLVE,25426,43.14,1268,48317,1763.54,1763.59,0.0474485,3446,3149,0.01,0,38,38,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25457,43.18,1269,48377,1763.54,1763.59,0.0474483,3423,3149,0.03,0,60,60,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:23],SOLVE,25480,43.18,1269,48400,1763.54,1763.59,0.0474483,3435,3149,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25496,43.21,1270,48450,1763.54,1763.59,0.0474483,3441,3150,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25529,43.24,1271,48517,1763.54,1763.59,0.047448,3484,3152,0.03,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,25562,43.26,1271,48550,1763.54,1763.59,0.047448,3454,3153,0.01,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25578,43.29,1272,48600,1763.54,1763.59,0.0474477,3424,3154,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25611,43.32,1273,48650,1763.54,1763.59,0.0471836,3437,3154,0.01,0.02,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,25627,43.34,1274,48700,1763.54,1763.59,0.0471831,3439,3155,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25659,43.36,1275,48750,1763.54,1763.59,0.0471828,3466,3155,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25685,43.38,1276,48800,1763.54,1763.59,0.0470918,3481,3156,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25707,43.41,1277,48850,1763.54,1763.59,0.0470914,3444,3156,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25736,43.44,1279,48915,1763.54,1763.59,0.0469257,3451,3156,0.03,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,25769,43.46,1280,48979,1763.54,1763.59,0.046801,3472,3159,0.02,0,64,64,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25788,43.48,1281,49015,1763.54,1763.59,0.0467228,3443,3159,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25810,43.5,1282,49057,1763.54,1763.59,0.0466526,3457,3160,0.02,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,25838,43.52,1283,49100,1763.54,1763.59,0.0463154,3427,3160,0.01,0.01,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25866,43.54,1284,49150,1763.54,1763.59,0.0462353,3455,3160,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25891,43.57,1285,49200,1763.54,1763.59,0.0462152,3454,3162,0.02,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,25920,43.6,1287,49267,1763.54,1763.59,0.0461057,3444,3166,0.02,0,67,67,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:23],SOLVE,25942,43.61,1288,49309,1763.54,1763.59,0.0460932,3476,3167,0.01,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,25967,43.63,1289,49350,1763.54,1763.59,0.0460617,3481,3168,0,0.01,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,25994,43.66,1290,49400,1763.54,1763.59,0.0460601,3480,3172,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26024,43.68,1292,49465,1763.54,1763.59,0.0459887,3514,3173,0.02,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26055,43.71,1293,49525,1763.54,1763.59,0.0459868,3506,3173,0.02,0,60,60,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26075,43.73,1294,49563,1763.54,1763.59,0.0459603,3480,3175,0.02,0,38,38,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26098,43.74,1295,49600,1763.54,1763.59,0.0452631,3506,3176,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26125,43.77,1296,49650,1763.54,1763.59,0.0448842,3528,3177,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26153,43.8,1297,49713,1763.54,1763.59,0.0448837,3490,3179,0.03,0,63,63,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:23],SOLVE,26174,43.82,1298,49753,1763.54,1763.59,0.0448831,3530,3179,0.02,0,40,40,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26204,43.84,1299,49811,1763.54,1763.59,0.0444682,3531,3181,0.02,0,58,58,0,0,0.01,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:23],SOLVE,26225,43.87,1300,49850,1763.54,1763.59,0.0444678,3515,3181,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26252,43.89,1301,49903,1763.54,1763.59,0.0444575,3518,3182,0,0,53,53,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26280,43.91,1303,49955,1763.54,1763.59,0.0431853,3536,3182,0.01,0.01,52,52,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26314,43.94,1304,50000,1763.54,1763.59,0.0430586,3499,3190,0.02,0,45,45,0,0,0,0,0.01,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26341,43.96,1306,50071,1763.54,1763.59,0.042899,3538,3192,0,0.01,71,71,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26360,43.98,1307,50107,1763.54,1763.59,0.0427666,3562,3192,0.01,0.01,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26391,44,1308,50150,1763.54,1763.59,0.0426467,3523,3192,0.01,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26412,44.02,1310,50200,1763.55,1763.59,0.0419262,3536,3192,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26438,44.04,1312,50253,1763.55,1763.59,0.0416329,3563,3192,0.02,0,53,53,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26467,44.07,1313,50300,1763.55,1763.59,0.0413062,3546,3196,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:23],SOLVE,26491,44.09,1315,50353,1763.55,1763.59,0.0408379,3586,3196,0.01,0,53,53,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:23],SOLVE,26523,44.11,1316,50400,1763.55,1763.59,0.0405747,3549,3197,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,26545,44.14,1318,50455,1763.55,1763.59,0.0402774,3567,3197,0.02,0,55,55,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26575,44.16,1319,50500,1763.55,1763.59,0.0402036,3535,3197,0.01,0.01,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,26609,44.19,1321,50577,1763.55,1763.59,0.0396571,3549,3200,0.01,0,77,77,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26627,44.21,1322,50611,1763.55,1763.59,0.039566,3545,3200,0.01,0,34,34,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26650,44.23,1323,50650,1763.55,1763.59,0.0393969,3543,3200,0,0,39,39,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26675,44.25,1325,50701,1763.55,1763.59,0.0390334,3582,3202,0.02,0,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26707,44.28,1326,50750,1763.55,1763.59,0.038971,3559,3210,0.03,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,26731,44.3,1327,50800,1763.55,1763.59,0.0389705,3559,3211,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,26763,44.33,1328,50850,1763.55,1763.59,0.038931,3586,3213,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,26789,44.36,1330,50919,1763.55,1763.59,0.0389305,3590,3218,0.03,0,69,69,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26813,44.38,1331,50965,1763.55,1763.59,0.0389301,3580,3222,0.01,0,46,46,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26836,44.4,1332,51009,1763.55,1763.59,0.0389297,3595,3225,0.01,0,44,44,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26866,44.43,1333,51067,1763.55,1763.59,0.0389289,3627,3233,0.01,0,58,58,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:24],SOLVE,26888,44.44,1334,51109,1763.55,1763.59,0.0388913,3634,3233,0.01,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26910,44.46,1335,51151,1763.55,1763.59,0.0386047,3629,3233,0.01,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26941,44.48,1336,51200,1763.55,1763.59,0.0386045,3632,3233,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,26965,44.51,1338,51255,1763.55,1763.59,0.0371198,3638,3234,0.02,0,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,26991,44.53,1339,51300,1763.55,1763.59,0.0371163,3632,3234,0.01,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27020,44.55,1340,51350,1763.55,1763.59,0.0368167,3644,3234,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27051,44.57,1341,51400,1763.55,1763.59,0.0365133,3672,3235,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27077,44.6,1342,51450,1763.55,1763.59,0.0365131,3639,3237,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27102,44.63,1344,51517,1763.55,1763.59,0.0363822,3670,3237,0.03,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,27121,44.65,1345,51553,1763.55,1763.59,0.0363504,3632,3237,0.02,0,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,27148,44.67,1346,51600,1763.55,1763.59,0.0361177,3656,3238,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27178,44.69,1348,51661,1763.55,1763.59,0.0358654,3642,3238,0.02,0,61,61,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27201,44.71,1349,51700,1763.55,1763.59,0.0356378,3659,3238,0.02,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27228,44.73,1350,51750,1763.55,1763.59,0.0353442,3691,3241,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27256,44.77,1352,51809,1763.55,1763.59,0.0348188,3646,3241,0.02,0.01,59,59,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:24],SOLVE,27285,44.78,1353,51850,1763.55,1763.59,0.0344085,3675,3241,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27311,44.81,1354,51900,1763.55,1763.59,0.0344055,3708,3241,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27338,44.84,1356,51965,1763.55,1763.59,0.0343705,3646,3243,0.02,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:24],SOLVE,27360,44.85,1357,52007,1763.55,1763.59,0.0343679,3688,3246,0,0.01,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27386,44.87,1358,52050,1763.55,1763.59,0.0343499,3681,3248,0.01,0.01,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27419,44.9,1359,52100,1763.55,1763.59,0.0343014,3695,3248,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:24],SOLVE,27438,44.93,1360,52150,1763.55,1763.59,0.0340241,3677,3256,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
