Time,What,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
[time],OPEN LOG
[time],START, #X, #Y, #O, #A
[time],SOLVE INIT,upper bound(s),lower bound(s),init bounds(s),init sample engine(s),init sarsop prune(s),init other,init belief tree(s),total init time
[time],SOLVE START,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,total time
[time],SOLVE,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,low bound backup time,up bound backup time,#low bound backups,#up bound backups,sample time,prune time,step 0(s),step 1(s),step 2(s),step 3(s),step 4(s),step 5(s),step 6(s),stop,total time
[2017/08/14 21:09:17],SOLVE,19464,37.97,1005,36900,1763.48,1763.61,0.125343,2940,2835,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:17],SOLVE,19487,37.99,1006,36963,1763.48,1763.61,0.12395,2925,2837,0.01,0,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:17],SOLVE,19507,38.01,1007,37000,1763.48,1763.61,0.123777,2950,2839,0.02,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:17],SOLVE,19541,38.03,1008,37050,1763.48,1763.61,0.123548,2931,2840,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:17],SOLVE,19567,38.05,1010,37115,1763.48,1763.61,0.123465,2947,2845,0.02,0,65,65,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:17],SOLVE,19587,38.07,1011,37153,1763.48,1763.61,0.123463,2954,2845,0.02,0,38,38,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:17],SOLVE,19612,38.09,1012,37200,1763.48,1763.61,0.123463,2957,2849,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:17],SOLVE,19642,38.11,1013,37250,1763.48,1763.61,0.123458,2962,2852,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,19671,38.14,1015,37313,1763.48,1763.61,0.122789,2966,2852,0.01,0,63,63,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,19697,38.15,1016,37363,1763.49,1763.61,0.120177,2995,2855,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,19729,38.19,1017,37425,1763.49,1763.61,0.120125,2992,2856,0.03,0,62,62,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:18],SOLVE,19748,38.2,1018,37461,1763.49,1763.61,0.120106,2970,2858,0.01,0,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,19770,38.22,1019,37503,1763.49,1763.61,0.119848,2981,2862,0.02,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,19800,38.24,1021,37559,1763.49,1763.61,0.116804,2964,2862,0.01,0,56,56,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,19823,38.26,1022,37603,1763.49,1763.61,0.116802,2970,2863,0.01,0.01,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,19852,38.29,1023,37650,1763.49,1763.61,0.116801,2974,2864,0.02,0.01,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,19883,38.31,1024,37700,1763.49,1763.61,0.1168,2978,2865,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,19909,38.33,1026,37767,1763.49,1763.61,0.1168,2999,2865,0.01,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,19931,38.35,1027,37809,1763.49,1763.61,0.116619,3018,2865,0.01,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,19953,38.37,1028,37850,1763.49,1763.61,0.116613,2998,2865,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,19987,38.39,1029,37900,1763.49,1763.61,0.116195,3001,2865,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20007,38.41,1031,37953,1763.49,1763.6,0.11445,2996,2865,0.02,0,53,53,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20035,38.43,1033,38005,1763.49,1763.6,0.110844,3016,2867,0.01,0,52,52,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20065,38.45,1034,38063,1763.49,1763.6,0.110638,2994,2867,0.01,0,58,58,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20090,38.47,1035,38100,1763.49,1763.6,0.110126,3020,2868,0.01,0.01,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20116,38.49,1037,38159,1763.5,1763.6,0.107588,3004,2871,0.01,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20142,38.51,1038,38209,1763.5,1763.6,0.107586,3012,2872,0.02,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20165,38.53,1039,38250,1763.5,1763.6,0.10758,2995,2872,0.02,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20197,38.55,1040,38300,1763.5,1763.6,0.107496,3022,2873,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20219,38.57,1042,38355,1763.5,1763.6,0.107195,2993,2873,0.02,0,55,55,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20248,38.59,1043,38400,1763.5,1763.6,0.106598,3002,2873,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20278,38.61,1044,38450,1763.5,1763.6,0.104961,3028,2874,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20298,38.63,1046,38505,1763.5,1763.6,0.103187,3025,2874,0.01,0,55,55,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20323,38.66,1047,38550,1763.5,1763.6,0.103179,3033,2874,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20354,38.68,1049,38611,1763.5,1763.6,0.102626,3040,2880,0.02,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20380,38.7,1051,38659,1763.5,1763.6,0.102002,3055,2881,0.02,0,48,48,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20408,38.72,1053,38711,1763.5,1763.6,0.0986116,3041,2882,0.01,0.01,52,52,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20430,38.74,1054,38753,1763.5,1763.6,0.0986013,3045,2882,0.02,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20456,38.76,1055,38800,1763.5,1763.6,0.0982213,3060,2890,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20489,38.78,1056,38850,1763.5,1763.6,0.097364,3063,2893,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20509,38.81,1057,38900,1763.5,1763.6,0.0973529,3057,2894,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20540,38.83,1058,38950,1763.5,1763.6,0.0970742,3061,2897,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20560,38.85,1060,39001,1763.5,1763.6,0.0965677,3099,2903,0.02,0,51,51,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20589,38.87,1061,39050,1763.51,1763.6,0.0958405,3094,2905,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20617,38.9,1063,39109,1763.51,1763.6,0.0944088,3087,2905,0.03,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20646,38.92,1064,39150,1763.51,1763.6,0.0933931,3094,2905,0.02,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20667,38.94,1065,39200,1763.51,1763.6,0.0933898,3093,2905,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20701,38.98,1067,39269,1763.51,1763.6,0.0927611,3055,2906,0.04,0,69,69,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20718,39,1068,39301,1763.51,1763.6,0.0927089,3087,2907,0,0,32,32,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20744,39.01,1069,39351,1763.51,1763.6,0.0918958,3113,2908,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20771,39.04,1071,39401,1763.51,1763.6,0.0871571,3119,2908,0.01,0,50,50,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20797,39.06,1072,39450,1763.51,1763.6,0.0871553,3102,2908,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:18],SOLVE,20828,39.09,1073,39511,1763.51,1763.6,0.0871514,3083,2909,0,0,61,61,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:18],SOLVE,20849,39.11,1074,39550,1763.51,1763.6,0.0871506,3098,2909,0.01,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,20879,39.13,1075,39609,1763.51,1763.6,0.0871502,3145,2910,0.02,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,20905,39.16,1076,39659,1763.51,1763.6,0.0871502,3113,2910,0.03,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,20937,39.19,1077,39721,1763.51,1763.6,0.0871501,3105,2911,0.01,0,62,62,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:19],SOLVE,20966,39.2,1077,39750,1763.51,1763.6,0.0871501,3100,2911,0.01,0,29,29,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,20986,39.22,1078,39800,1763.51,1763.6,0.0871501,3125,2912,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21007,39.25,1079,39850,1763.51,1763.6,0.08715,3096,2913,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21034,39.28,1080,39909,1763.51,1763.6,0.08715,3119,2915,0.01,0,59,59,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:19],SOLVE,21060,39.3,1081,39959,1763.51,1763.6,0.0871498,3111,2916,0.01,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21091,39.32,1082,40019,1763.51,1763.6,0.0871495,3114,2916,0.02,0,60,60,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21122,39.34,1083,40050,1763.51,1763.6,0.0871495,3100,2917,0.01,0,31,31,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21142,39.36,1083,40100,1763.51,1763.6,0.0871494,3116,2917,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21163,39.39,1084,40150,1763.51,1763.6,0.0871491,3116,2917,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21185,39.41,1085,40200,1763.51,1763.6,0.0871484,3079,2917,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21214,39.43,1086,40257,1763.51,1763.6,0.0871443,3089,2920,0.01,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21239,39.45,1087,40300,1763.51,1763.6,0.0871432,3099,2920,0.01,0,43,43,0,0,0,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21271,39.48,1089,40365,1763.51,1763.6,0.0867071,3097,2920,0.02,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21290,39.5,1090,40401,1763.51,1763.6,0.0866876,3111,2920,0.02,0,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21322,39.52,1091,40450,1763.51,1763.6,0.0865988,3101,2920,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21354,39.55,1093,40523,1763.51,1763.6,0.0864676,3108,2921,0.02,0,73,73,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21375,39.57,1094,40563,1763.51,1763.6,0.0864657,3113,2921,0.02,0,40,40,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21396,39.58,1095,40600,1763.51,1763.6,0.0861034,3128,2921,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21427,39.61,1096,40650,1763.51,1763.6,0.0849755,3100,2924,0.03,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21449,39.63,1097,40700,1763.51,1763.6,0.0849659,3111,2926,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21481,39.66,1099,40765,1763.52,1763.6,0.0828964,3128,2928,0.02,0,65,65,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21505,39.67,1100,40800,1763.52,1763.6,0.0791916,3140,2928,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21539,39.7,1101,40850,1763.52,1763.6,0.0791832,3158,2928,0.03,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21560,39.72,1102,40900,1763.52,1763.6,0.0791802,3126,2929,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21589,39.74,1103,40950,1763.52,1763.6,0.0791784,3176,2930,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21613,39.76,1104,41000,1763.52,1763.6,0.0791782,3175,2931,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21633,39.79,1105,41050,1763.52,1763.6,0.0791779,3144,2932,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21658,39.82,1106,41100,1763.52,1763.6,0.0791776,3194,2936,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21685,39.85,1107,41157,1763.52,1763.6,0.0791771,3148,2937,0.02,0,57,57,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:19],SOLVE,21708,39.87,1108,41200,1763.52,1763.6,0.0791758,3149,2937,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21738,39.89,1109,41250,1763.52,1763.6,0.0790694,3153,2938,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21760,39.92,1110,41300,1763.52,1763.6,0.0790687,3160,2939,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21793,39.94,1111,41350,1763.52,1763.6,0.0784988,3161,2939,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21817,39.96,1112,41400,1763.52,1763.6,0.0784979,3163,2940,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21845,40,1114,41463,1763.52,1763.6,0.0783525,3141,2940,0.04,0,63,63,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:19],SOLVE,21867,40.02,1115,41500,1763.52,1763.6,0.0781067,3166,2940,0.02,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21894,40.05,1116,41557,1763.52,1763.6,0.078106,3188,2941,0.02,0,57,57,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:19],SOLVE,21918,40.07,1117,41603,1763.52,1763.6,0.0781052,3170,2944,0.01,0,46,46,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:19],SOLVE,21947,40.09,1118,41650,1763.52,1763.6,0.0779427,3161,2945,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:19],SOLVE,21982,40.11,1119,41700,1763.52,1763.6,0.0774409,3166,2945,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22003,40.14,1121,41765,1763.52,1763.6,0.0772734,3164,2945,0.02,0,65,65,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22025,40.15,1122,41800,1763.52,1763.6,0.0756998,3173,2945,0.01,0,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22052,40.18,1124,41850,1763.52,1763.6,0.0730706,3143,2946,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22089,40.21,1126,41927,1763.52,1763.6,0.0728514,3169,2946,0.02,0,77,77,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22102,40.22,1127,41951,1763.52,1763.6,0.0720645,3168,2946,0,0.01,24,24,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22131,40.25,1128,42007,1763.52,1763.6,0.0720637,3154,2947,0.03,0,56,56,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22163,40.28,1129,42069,1763.52,1763.6,0.0720636,3156,2948,0.01,0.01,62,62,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22193,40.3,1130,42127,1763.52,1763.6,0.0720633,3173,2949,0.01,0,58,58,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22216,40.31,1130,42150,1763.52,1763.6,0.0720633,3173,2949,0.01,0,23,23,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22235,40.33,1131,42200,1763.52,1763.6,0.0720633,3162,2950,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22258,40.36,1132,42253,1763.52,1763.6,0.0720633,3177,2951,0.02,0,53,53,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22291,40.39,1133,42317,1763.52,1763.6,0.072063,3170,2952,0.02,0,64,64,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22314,40.41,1134,42361,1763.52,1763.6,0.0720628,3166,2953,0.02,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22342,40.44,1135,42415,1763.52,1763.6,0.0720562,3162,2955,0.01,0,54,54,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22364,40.45,1136,42457,1763.53,1763.6,0.0712844,3174,2956,0.01,0,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22387,40.47,1137,42501,1763.53,1763.6,0.0712833,3160,2956,0.01,0.01,44,44,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22421,40.49,1138,42550,1763.53,1763.6,0.0710391,3174,2956,0.01,0.01,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22441,40.52,1140,42603,1763.53,1763.6,0.0703727,3160,2956,0.03,0,53,53,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22470,40.53,1141,42650,1763.53,1763.6,0.070299,3194,2956,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22500,40.55,1142,42700,1763.53,1763.6,0.0697572,3187,2957,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22524,40.58,1144,42761,1763.53,1763.6,0.0696639,3215,2957,0.01,0.01,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22547,40.6,1145,42805,1763.53,1763.6,0.0696634,3183,2960,0.01,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22572,40.62,1146,42850,1763.53,1763.6,0.0696602,3204,2962,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22602,40.64,1147,42900,1763.53,1763.6,0.0696596,3183,2964,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22632,40.66,1148,42950,1763.53,1763.6,0.0696568,3202,2966,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22652,40.69,1150,43000,1763.53,1763.6,0.0694138,3172,2966,0.02,0,50,50,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22685,40.71,1152,43050,1763.53,1763.6,0.0686049,3183,2968,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22703,40.73,1153,43101,1763.53,1763.59,0.0676524,3198,2968,0.01,0,51,51,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22735,40.75,1154,43163,1763.53,1763.59,0.0676485,3191,2969,0.02,0,62,62,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22761,40.77,1156,43200,1763.53,1763.59,0.0669215,3209,2969,0.02,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22797,40.81,1157,43281,1763.53,1763.59,0.0623174,3210,2971,0.02,0.01,81,81,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:20],SOLVE,22816,40.81,1157,43300,1763.53,1763.59,0.0623174,3216,2971,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22837,40.84,1158,43350,1763.53,1763.59,0.0623173,3203,2972,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,22860,40.87,1159,43403,1763.53,1763.59,0.062317,3223,2973,0.02,0,53,53,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:20],SOLVE,22892,40.9,1160,43465,1763.53,1763.59,0.0623169,3200,2974,0.02,0,62,62,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22913,40.92,1161,43505,1763.53,1763.59,0.0623169,3201,2975,0.01,0,40,40,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22945,40.95,1162,43567,1763.53,1763.59,0.0623166,3227,2976,0.02,0,62,62,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22978,40.98,1163,43631,1763.53,1763.59,0.0623166,3246,2977,0.02,0,64,64,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,22997,40.99,1163,43650,1763.53,1763.59,0.0623166,3241,2977,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,23016,41.02,1164,43700,1763.53,1763.59,0.0623166,3189,2978,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,23042,41.04,1165,43755,1763.53,1763.59,0.0623164,3244,2978,0.02,0,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:20],SOLVE,23079,41.08,1166,43827,1763.53,1763.59,0.0623163,3186,2982,0.02,0,72,72,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:20],SOLVE,23102,41.09,1166,43850,1763.53,1763.59,0.0623163,3209,2982,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:20],SOLVE,23121,41.11,1167,43900,1763.53,1763.59,0.0623163,3247,2983,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23143,41.14,1168,43950,1763.53,1763.59,0.062316,3178,2984,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23172,41.16,1169,44000,1763.53,1763.59,0.0623159,3228,2984,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23196,41.18,1170,44053,1763.53,1763.59,0.0623159,3213,2984,0.01,0.01,53,53,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23229,41.21,1171,44117,1763.53,1763.59,0.0623158,3231,2985,0.03,0,64,64,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23262,41.23,1172,44150,1763.53,1763.59,0.0623158,3243,2986,0.01,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23280,41.25,1172,44200,1763.53,1763.59,0.0623157,3227,2986,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23300,41.28,1173,44250,1763.53,1763.59,0.062315,3220,2987,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23324,41.3,1174,44301,1763.53,1763.59,0.0623102,3244,2990,0.02,0,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23351,41.33,1175,44350,1763.53,1763.59,0.0623099,3226,2991,0.02,0,49,49,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:21],SOLVE,23380,41.35,1176,44400,1763.53,1763.59,0.0623093,3253,2991,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23409,41.38,1177,44450,1763.53,1763.59,0.062309,3220,2991,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:21],SOLVE,23435,41.4,1179,44513,1763.53,1763.59,0.0623078,3246,2992,0.01,0,63,63,0,0,0,0,0,0,0,0,0,0,0
